mouse_symbol,mouse_ensembl,human_ensembl,orthology_type
Mir1224,ENSMUSG00000080669,ENSG00000221120,ortholog_one2one
Itga2,ENSMUSG00000015533,ENSG00000164171,ortholog_one2one
Gm26109,ENSMUSG00000065904,ENSG00000206989,ortholog_one2one
Gm23205,ENSMUSG00000089296,ENSG00000206746,ortholog_one2one
Gm55256,ENSMUSG00002076198,ENSG00000252814,ortholog_one2one
Snord66,ENSMUSG00000077239,ENSG00000212158,ortholog_one2one
Smim32,ENSMUSG00000110086,ENSG00000271824,ortholog_one2one
Spz1,ENSMUSG00000046957,ENSG00000164299,ortholog_one2one
Mtx3,ENSMUSG00000021704,ENSG00000177034,ortholog_one2one
Col8a1,ENSMUSG00000068196,ENSG00000144810,ortholog_one2one
LINC03051,ENSMUSG00000121927,ENSG00000239268,ortholog_one2one
Edaradd,ENSMUSG00000095105,ENSG00000186197,ortholog_one2one
Gm22543,ENSMUSG00000077535,ENSG00000252474,ortholog_one2one
Prr16,ENSMUSG00000073565,ENSG00000184838,ortholog_one2one
Gm25810,ENSMUSG00000064686,ENSG00000206870,ortholog_one2one
Mex3c,ENSMUSG00000037253,ENSG00000176624,ortholog_one2one
Chst9,ENSMUSG00000047161,ENSG00000154080,ortholog_one2one
Dnd1,ENSMUSG00000044595,ENSG00000256453,ortholog_one2one
Tex51,ENSMUSG00000109238,ENSG00000237524,ortholog_one2one
Pudp,ENSMUSG00000048875,ENSG00000130021,ortholog_one2one
Pcdha11,ENSMUSG00000102206,ENSG00000249158,ortholog_one2one
Snora47,ENSMUSG00000088108,ENSG00000238961,ortholog_one2one
Sv2c,ENSMUSG00000051111,ENSG00000122012,ortholog_one2one
Map3k2,ENSMUSG00000024383,ENSG00000169967,ortholog_one2one
Mir7-1,ENSMUSG00000065434,ENSG00000284179,ortholog_one2one
Slc28a3,ENSMUSG00000021553,ENSG00000197506,ortholog_one2one
Smim33,ENSMUSG00000073598,ENSG00000283288,ortholog_one2one
4930503L19Rik,ENSMUSG00000044906,ENSG00000166845,ortholog_one2one
Gm22628,ENSMUSG00000119058,ENSG00000207116,ortholog_one2one
Gm23579,ENSMUSG00002075853,ENSG00000252810,ortholog_one2one
Gas1,ENSMUSG00000052957,ENSG00000180447,ortholog_one2one
Mir23b,ENSMUSG00000065599,ENSG00000207563,ortholog_one2one
Mir27b,ENSMUSG00000065475,ENSG00000207864,ortholog_one2one
Mir24-1,ENSMUSG00000105904,ENSG00000284459,ortholog_one2one
Gm23955,ENSMUSG00000087839,ENSG00000239001,ortholog_one2one
Neurog1,ENSMUSG00000048904,ENSG00000181965,ortholog_one2one
Il9,ENSMUSG00000021538,ENSG00000145839,ortholog_one2one
Nkapl,ENSMUSG00000059395,ENSG00000189134,ortholog_one2one
Dnah11,ENSMUSG00000018581,ENSG00000105877,ortholog_one2one
Or2b6,ENSMUSG00000036658,ENSG00000124657,ortholog_one2one
H1f5,ENSMUSG00000058773,ENSG00000184357,ortholog_one2one
Trgv4,ENSMUSG00000076745,ENSG00000211693,ortholog_one2one
Ferd3l,ENSMUSG00000046518,ENSG00000146618,ortholog_one2one
H3c8,ENSMUSG00000099517,ENSG00000287080,ortholog_one2one
H2bc9,ENSMUSG00000114456,ENSG00000273703,ortholog_one2one
H1f3,ENSMUSG00000052565,ENSG00000124575,ortholog_one2one
Gm47290,ENSMUSG00000088068,ENSG00000222338,ortholog_one2one
Prps1l1,ENSMUSG00000092305,ENSG00000229937,ortholog_one2one
H1f4,ENSMUSG00000051627,ENSG00000168298,ortholog_one2one
H4c3,ENSMUSG00000060678,ENSG00000197238,ortholog_one2one
H1f6,ENSMUSG00000036211,ENSG00000187475,ortholog_one2one
Agr3,ENSMUSG00000036231,ENSG00000173467,ortholog_one2one
Gcm2,ENSMUSG00000021362,ENSG00000124827,ortholog_one2one
,ENSMUSG00000144240,ENSG00000288661,ortholog_one2one
Amer1,ENSMUSG00000050332,ENSG00000184675,ortholog_one2one
Sycp2l,ENSMUSG00000038651,ENSG00000153157,ortholog_one2one
Gpr135,ENSMUSG00000043398,ENSG00000181619,ortholog_one2one
Dym,ENSMUSG00000035765,ENSG00000141627,ortholog_one2one
Mir874,ENSMUSG00000077962,ENSG00000216009,ortholog_one2one
Hnrnpa0,ENSMUSG00000007836,ENSG00000177733,ortholog_one2one
Six6,ENSMUSG00000021099,ENSG00000184302,ortholog_one2one
Six4,ENSMUSG00000034460,ENSG00000100625,ortholog_one2one
Mir221,ENSMUSG00000065422,ENSG00000207870,ortholog_one2one
Mir222,ENSMUSG00000065471,ENSG00000207725,ortholog_one2one
Gm47429,ENSMUSG00000114559,ENSG00000283205,ortholog_one2one
Gphb5,ENSMUSG00000048982,ENSG00000179600,ortholog_one2one
Gm14569,ENSMUSG00000091556,ENSG00000250423,ortholog_one2one
Nhs,ENSMUSG00000059493,ENSG00000188158,ortholog_one2one
Gm23794,ENSMUSG00000119452,ENSG00000202423,ortholog_one2one
Foxd1,ENSMUSG00000078302,ENSG00000251493,ortholog_one2one
Tmem174,ENSMUSG00000046082,ENSG00000164325,ortholog_one2one
Gm26454,ENSMUSG00001118661,ENSG00000238941,ortholog_one2one
Foxg1,ENSMUSG00000020950,ENSG00000176165,ortholog_one2one
Gm23454,ENSMUSG00000065266,ENSG00000212293,ortholog_one2one
Mirlet7d,ENSMUSG00000065453,ENSG00000199133,ortholog_one2one
Mirlet7a-1,ENSMUSG00000065421,ENSG00000199165,ortholog_one2one
Gm54984,ENSMUSG00002076950,ENSG00000199251,ortholog_one2one
Gm55002,ENSMUSG00002075394,ENSG00000202245,ortholog_one2one
Mroh2b,ENSMUSG00000022155,ENSG00000171495,ortholog_one2one
Mir342,ENSMUSG00000065436,ENSG00000199082,ortholog_one2one
Gm25652,ENSMUSG00000065714,ENSG00000202490,ortholog_one2one
Snord72,ENSMUSG00000077737,ENSG00000212296,ortholog_one2one
Mir345,ENSMUSG00000065429,ENSG00000198984,ortholog_one2one
Mir33,ENSMUSG00000065465,ENSG00000207932,ortholog_one2one
Mir770,ENSMUSG00000076451,ENSG00000211574,ortholog_one2one
Mir337,ENSMUSG00000065526,ENSG00000199151,ortholog_one2one
Mir665,ENSMUSG00000076313,ENSG00000283159,ortholog_one2one
Mir431,ENSMUSG00000070080,ENSG00000208001,ortholog_one2one
Mir433,ENSMUSG00000070072,ENSG00000207569,ortholog_one2one
Mir127,ENSMUSG00000070076,ENSG00000207608,ortholog_one2one
Fer1l6,ENSMUSG00000037106,ENSG00000214814,ortholog_one2one
Gpx6,ENSMUSG00000004341,ENSG00000198704,ortholog_one2one
Gm54392,ENSMUSG00002075732,ENSG00000200472,ortholog_one2one
Mir370,ENSMUSG00000065433,ENSG00000199005,ortholog_one2one
Gm24564,ENSMUSG00000064452,ENSG00000212384,ortholog_one2one
Gm55109,ENSMUSG00002075266,ENSG00000201672,ortholog_one2one
Gm55110,ENSMUSG00002076195,ENSG00000201950,ortholog_one2one
Trmt12,ENSMUSG00000037085,ENSG00000183665,ortholog_one2one
Gm23676,ENSMUSG00000087939,ENSG00000252931,ortholog_one2one
Gm23167,ENSMUSG00000087780,ENSG00000201813,ortholog_one2one
Atg12,ENSMUSG00000032905,ENSG00000145782,ortholog_one2one
Rhob,ENSMUSG00000054364,ENSG00000143878,ortholog_one2one
Neto1,ENSMUSG00000050321,ENSG00000166342,ortholog_one2one
Foxq1,ENSMUSG00000038415,ENSG00000164379,ortholog_one2one
Foxc1,ENSMUSG00000050295,ENSG00000054598,ortholog_one2one
Pnpla5,ENSMUSG00000018868,ENSG00000100341,ortholog_one2one
Msgn1,ENSMUSG00000047002,ENSG00000151379,ortholog_one2one
Rad51ap2,ENSMUSG00000086022,ENSG00000214842,ortholog_one2one
Tceanc,ENSMUSG00000051224,ENSG00000176896,ortholog_one2one
Il7r,ENSMUSG00000003882,ENSG00000168685,ortholog_one2one
Or9s18,ENSMUSG00000049806,ENSG00000228336,ortholog_one2one
F9,ENSMUSG00000031138,ENSG00000101981,ortholog_one2one
Nhlrc1,ENSMUSG00000044231,ENSG00000187566,ortholog_one2one
Gm54446,ENSMUSG00002076455,ENSG00000202313,ortholog_one2one
Rnf113a2,ENSMUSG00000098134,ENSG00000125352,ortholog_one2one
Dicer1,ENSMUSG00000041415,ENSG00000100697,ortholog_one2one
Gm25394,ENSMUSG00000087963,ENSG00000239183,ortholog_one2one
Hhla1,ENSMUSG00000072511,ENSG00000132297,ortholog_one2one
Pfn3,ENSMUSG00000044444,ENSG00000196570,ortholog_one2one
Dok3,ENSMUSG00000035711,ENSG00000146094,ortholog_one2one
Kcnq3,ENSMUSG00000056258,ENSG00000184156,ortholog_one2one
Ldlrad4,ENSMUSG00000024544,ENSG00000168675,ortholog_one2one
Nap1l2,ENSMUSG00000082229,ENSG00000186462,ortholog_one2one
Slc26a3,ENSMUSG00000001225,ENSG00000091138,ortholog_one2one
Tg,ENSMUSG00000053469,ENSG00000042832,ortholog_one2one
Dcc,ENSMUSG00000060534,ENSG00000187323,ortholog_one2one
Kcnf1,ENSMUSG00000051726,ENSG00000162975,ortholog_one2one
Pard6g,ENSMUSG00000056214,ENSG00000178184,ortholog_one2one
Dio3,ENSMUSG00000075707,ENSG00000197406,ortholog_one2one
Ttc39c,ENSMUSG00000024424,ENSG00000168234,ortholog_one2one
Trgv6,ENSMUSG00000076746,ENSG00000211695,ortholog_one2one
Ddx46,ENSMUSG00000021500,ENSG00000145833,ortholog_one2one
Irf4,ENSMUSG00000021356,ENSG00000137265,ortholog_one2one
Selenoo,ENSMUSG00000035757,ENSG00000073169,ortholog_one2one
Hus1b,ENSMUSG00000076430,ENSG00000188996,ortholog_one2one
Gm22199,ENSMUSG00000084609,ENSG00000200040,ortholog_one2one
Nedd4l,ENSMUSG00000024589,ENSG00000049759,ortholog_one2one
Mir9-2,ENSMUSG00000065424,ENSG00000284447,ortholog_one2one
Mir30b,ENSMUSG00000065476,ENSG00000207582,ortholog_one2one
Mir30d,ENSMUSG00000065437,ENSG00000199153,ortholog_one2one
Or5a21,ENSMUSG00000109328,ENSG00000172324,ortholog_one2one
Riox1,ENSMUSG00000046791,ENSG00000170468,ortholog_one2one
Gm23980,ENSMUSG00000087760,ENSG00000195024,ortholog_one2one
Heatr4,ENSMUSG00000090843,ENSG00000187105,ortholog_one2one
Pnma1,ENSMUSG00000054383,ENSG00000176903,ortholog_one2one
Gm23217,ENSMUSG00000119376,ENSG00000207041,ortholog_one2one
Snora28,ENSMUSG00000064493,ENSG00000272533,ortholog_one2one
Klhdc7b,ENSMUSG00000091680,ENSG00000130487,ortholog_one2one
Dnah5,ENSMUSG00000022262,ENSG00000039139,ortholog_one2one
Gm23732,ENSMUSG00000118807,ENSG00000207256,ortholog_one2one
Mir374b,ENSMUSG00000076269,ENSG00000212027,ortholog_one2one
Mir374c,ENSMUSG00000106465,ENSG00000199168,ortholog_one2one
Zcchc13,ENSMUSG00000031330,ENSG00000187969,ortholog_one2one
Gm22663,ENSMUSG00000089346,ENSG00000200295,ortholog_one2one
Gpr33,ENSMUSG00000035148,ENSG00000214943,ortholog_one2one
Insm2,ENSMUSG00000045440,ENSG00000168348,ortholog_one2one
Clec14a,ENSMUSG00000045930,ENSG00000176435,ortholog_one2one
Spin4,ENSMUSG00000071722,ENSG00000186767,ortholog_one2one
Itih6,ENSMUSG00000087149,ENSG00000102313,ortholog_one2one
Mir151,ENSMUSG00000065612,ENSG00000254324,ortholog_one2one
Shank3,ENSMUSG00000022623,ENSG00000251322,ortholog_one2one
Nap1l3,ENSMUSG00000055733,ENSG00000186310,ortholog_one2one
Gm4984,ENSMUSG00000079871,ENSG00000238205,ortholog_one2one
Gpr20,ENSMUSG00000045281,ENSG00000204882,ortholog_one2one
Asap2,ENSMUSG00000052632,ENSG00000151693,ortholog_one2one
Tas2r119,ENSMUSG00000045267,ENSG00000169777,ortholog_one2one
Snord123,ENSMUSG00000089317,ENSG00000239112,ortholog_one2one
Gm54682,ENSMUSG00002076175,ENSG00000274097,ortholog_one2one
Tspyl5,ENSMUSG00000038984,ENSG00000180543,ortholog_one2one
Gm22208,ENSMUSG00000084607,ENSG00000199731,ortholog_one2one
Gm54754,ENSMUSG00002076809,ENSG00000201793,ortholog_one2one
Mageh1,ENSMUSG00000047238,ENSG00000187601,ortholog_one2one
Chst7,ENSMUSG00000037347,ENSG00000147119,ortholog_one2one
Gspt2,ENSMUSG00000071723,ENSG00000189369,ortholog_one2one
Odf1,ENSMUSG00000061923,ENSG00000155087,ortholog_one2one
Arhgap6,ENSMUSG00000031355,ENSG00000047648,ortholog_one2one
Gm22766,ENSMUSG00000088997,ENSG00000201044,ortholog_one2one
Gm22004,ENSMUSG00000075832,ENSG00000200877,ortholog_one2one
Gm54849,ENSMUSG00002075036,ENSG00000200718,ortholog_one2one
Gm25007,ENSMUSG00000065742,ENSG00000283555,ortholog_one2one
Gm23185,ENSMUSG00000089314,ENSG00000222361,ortholog_one2one
Slc30a8,ENSMUSG00000022315,ENSG00000164756,ortholog_one2one
Tmem35a,ENSMUSG00000033578,ENSG00000126950,ortholog_one2one
Colec10,ENSMUSG00000038591,ENSG00000184374,ortholog_one2one
Fam186b,ENSMUSG00000078907,ENSG00000135436,ortholog_one2one
Efhc2,ENSMUSG00000025038,ENSG00000183690,ortholog_one2one
Ldoc1,ENSMUSG00000057615,ENSG00000182195,ortholog_one2one
Zfp92,ENSMUSG00000031374,ENSG00000189420,ortholog_one2one
Thoc2,ENSMUSG00000037475,ENSG00000125676,ortholog_one2one
Krt75,ENSMUSG00000022986,ENSG00000170454,ortholog_one2one
Krt71,ENSMUSG00000051879,ENSG00000139648,ortholog_one2one
Krt1,ENSMUSG00000046834,ENSG00000167768,ortholog_one2one
Krt76,ENSMUSG00000075402,ENSG00000185069,ortholog_one2one
Krt4,ENSMUSG00000059668,ENSG00000170477,ortholog_one2one
Krt79,ENSMUSG00000061397,ENSG00000185640,ortholog_one2one
Krt78,ENSMUSG00000050463,ENSG00000170423,ortholog_one2one
Hoxc4,ENSMUSG00000075394,ENSG00000198353,ortholog_one2one
Vsig4,ENSMUSG00000044206,ENSG00000155659,ortholog_one2one
Gm55359,ENSMUSG00000115798,ENSG00000285025,ortholog_one2one
Gm55407,ENSMUSG00002075328,ENSG00000222987,ortholog_one2one
Mroh6,ENSMUSG00000098678,ENSG00000204839,ortholog_one2one
Mir192,ENSMUSG00000065523,ENSG00000283926,ortholog_one2one
Tigd5,ENSMUSG00000103906,ENSG00000179886,ortholog_one2one
Cdc42bpg,ENSMUSG00000024769,ENSG00000171219,ortholog_one2one
Eppk1,ENSMUSG00000118671,ENSG00000261150,ortholog_one2one
Gata1,ENSMUSG00000031162,ENSG00000102145,ortholog_one2one
Krt85,ENSMUSG00000116336,ENSG00000135443,ortholog_one2one
Krt84,ENSMUSG00000044294,ENSG00000161849,ortholog_one2one
Krt82,ENSMUSG00000049548,ENSG00000161850,ortholog_one2one
Rax,ENSMUSG00000024518,ENSG00000134438,ortholog_one2one
Ndst1,ENSMUSG00000054008,ENSG00000070614,ortholog_one2one
Hoxc13,ENSMUSG00000001655,ENSG00000123364,ortholog_one2one
Gm55342,ENSMUSG00002075846,ENSG00000277994,ortholog_one2one
Hoxc11,ENSMUSG00000001656,ENSG00000123388,ortholog_one2one
Tubb6,ENSMUSG00000001473,ENSG00000176014,ortholog_one2one
Hoxc5,ENSMUSG00000022485,ENSG00000172789,ortholog_one2one
Mir196a-2,ENSMUSG00000065488,ENSG00000207924,ortholog_one2one
Dcp2,ENSMUSG00000024472,ENSG00000172795,ortholog_one2one
Ar,ENSMUSG00000046532,ENSG00000169083,ortholog_one2one
Dtna,ENSMUSG00000024302,ENSG00000134769,ortholog_one2one
Ccdc184,ENSMUSG00000029875,ENSG00000177875,ortholog_one2one
Diaph2,ENSMUSG00000034480,ENSG00000147202,ortholog_one2one
H1f7,ENSMUSG00000048077,ENSG00000187166,ortholog_one2one
Or8s16,ENSMUSG00000062037,ENSG00000284723,ortholog_one2one
Nptxr,ENSMUSG00000022421,ENSG00000221890,ortholog_one2one
Snord83b,ENSMUSG00000077734,ENSG00000209480,ortholog_one2one
Gm55357,ENSMUSG00002075255,ENSG00000209482,ortholog_one2one
Gm24204,ENSMUSG00000064884,ENSG00000200331,ortholog_one2one
Wnt1,ENSMUSG00000022997,ENSG00000125084,ortholog_one2one
Mir146b,ENSMUSG00000070127,ENSG00000202569,ortholog_one2one
2310034G01Rik,ENSMUSG00000099655,ENSG00000120055,ortholog_one2one
Grhl2,ENSMUSG00000022286,ENSG00000083307,ortholog_one2one
Cblif,ENSMUSG00000024682,ENSG00000134812,ortholog_one2one
Or10v1,ENSMUSG00000060878,ENSG00000172289,ortholog_one2one
Or4d11,ENSMUSG00000067529,ENSG00000176200,ortholog_one2one
Krt7,ENSMUSG00000023039,ENSG00000135480,ortholog_one2one
Slc22a12,ENSMUSG00000061742,ENSG00000197891,ortholog_one2one
Foxb2,ENSMUSG00000056829,ENSG00000204612,ortholog_one2one
Gm25897,ENSMUSG00000065643,ENSG00000251831,ortholog_one2one
Rtl6,ENSMUSG00000055745,ENSG00000188636,ortholog_one2one
Gm55307,ENSMUSG00002076508,ENSG00000273658,ortholog_one2one
Npff,ENSMUSG00000023052,ENSG00000139574,ortholog_one2one
Gm25141,ENSMUSG00000065111,ENSG00000200779,ortholog_one2one
Scgb2a2,ENSMUSG00000096872,ENSG00000110484,ortholog_one2one
Sash3,ENSMUSG00000031101,ENSG00000122122,ortholog_one2one
Or5bs2,ENSMUSG00000108728,ENSG00000198678,ortholog_one2one
Lalba,ENSMUSG00000022991,ENSG00000167531,ortholog_one2one
Snora34,ENSMUSG00002076288,ENSG00000221491,ortholog_one2one
Snora2b,ENSMUSG00000065939,ENSG00000207313,ortholog_one2one
Tceal1,ENSMUSG00000049536,ENSG00000172465,ortholog_one2one
Tbc1d8b,ENSMUSG00000042473,ENSG00000133138,ortholog_one2one
Mirlet7c-2,ENSMUSG00000065608,ENSG00000283990,ortholog_one2one
Pkdrej,ENSMUSG00000052496,ENSG00000130943,ortholog_one2one
Best1,ENSMUSG00000037418,ENSG00000167995,ortholog_one2one
Mospd1,ENSMUSG00000023074,ENSG00000101928,ortholog_one2one
Gm25855,ENSMUSG00000064721,ENSG00000275043,ortholog_one2one
Gm25894,ENSMUSG00000065392,ENSG00000276788,ortholog_one2one
Gm24452,ENSMUSG00000065281,ENSG00000275996,ortholog_one2one
Gm24453,ENSMUSG00000065280,ENSG00000252284,ortholog_one2one
Gm22680,ENSMUSG00000065782,ENSG00000277846,ortholog_one2one
Men1,ENSMUSG00000024947,ENSG00000133895,ortholog_one2one
Cask,ENSMUSG00000031012,ENSG00000147044,ortholog_one2one
Mrpl16,ENSMUSG00000024683,ENSG00000166902,ortholog_one2one
Zdhhc24,ENSMUSG00000006463,ENSG00000174165,ortholog_one2one
Marveld1,ENSMUSG00000044345,ENSG00000155254,ortholog_one2one
Npas4,ENSMUSG00000045903,ENSG00000174576,ortholog_one2one
Carns1,ENSMUSG00000075289,ENSG00000172508,ortholog_one2one
Sorcs3,ENSMUSG00000063434,ENSG00000156395,ortholog_one2one
Pik3ap1,ENSMUSG00000025017,ENSG00000155629,ortholog_one2one
Gm51400,ENSMUSG00000144226,ENSG00000286264,ortholog_one2one
Prlhr,ENSMUSG00000045052,ENSG00000119973,ortholog_one2one
Btk,ENSMUSG00000031264,ENSG00000010671,ortholog_one2one
Macrod1,ENSMUSG00000036278,ENSG00000133315,ortholog_one2one
Usp51,ENSMUSG00000067215,ENSG00000247746,ortholog_one2one
Rai2,ENSMUSG00000043518,ENSG00000131831,ortholog_one2one
Nexmif,ENSMUSG00000046449,ENSG00000050030,ortholog_one2one
Dach2,ENSMUSG00000025592,ENSG00000126733,ortholog_one2one
Rbm14,ENSMUSG00000006456,ENSG00000239306,ortholog_one2one
Hsd17b4,ENSMUSG00000024507,ENSG00000133835,ortholog_one2one
Fam89b,ENSMUSG00000024939,ENSG00000176973,ortholog_one2one
Tasl,ENSMUSG00000025058,ENSG00000120280,ortholog_one2one
Lamp2,ENSMUSG00000016534,ENSG00000005893,ortholog_one2one
Add3,ENSMUSG00000025026,ENSG00000148700,ortholog_one2one
Nme5,ENSMUSG00000035984,ENSG00000112981,ortholog_one2one
Igkv20-101-2,ENSMUSG00000106403,ENSG00000231292,ortholog_one2one
Csf1r,ENSMUSG00000024621,ENSG00000182578,ortholog_one2one
Mid1ip1,ENSMUSG00000008035,ENSG00000165175,ortholog_one2one
Il1rapl1,ENSMUSG00000052372,ENSG00000169306,ortholog_one2one
Mamld1,ENSMUSG00000059401,ENSG00000013619,ortholog_one2one
Pasd1,ENSMUSG00000073130,ENSG00000166049,ortholog_one2one
Hspa9,ENSMUSG00000024359,ENSG00000113013,ortholog_one2one
Foxp3,ENSMUSG00000039521,ENSG00000049768,ortholog_one2one
Tas2r139,ENSMUSG00000047102,ENSG00000236398,ortholog_one2one
Tas2r144,ENSMUSG00000051917,ENSG00000221937,ortholog_one2one
Gm54541,ENSMUSG00002075822,ENSG00000221611,ortholog_one2one
Gm22593,ENSMUSG00000077433,ENSG00000207237,ortholog_one2one
Pp2d1,ENSMUSG00000044957,ENSG00000183977,ortholog_one2one
Sult1c1,ENSMUSG00000023943,ENSG00000196228,ortholog_one2one
Spx,ENSMUSG00000071112,ENSG00000134548,ortholog_one2one
Stk26,ENSMUSG00000031112,ENSG00000134602,ortholog_one2one
Gm54625,ENSMUSG00002074987,ENSG00000238363,ortholog_one2one
Ascl4,ENSMUSG00000085111,ENSG00000187855,ortholog_one2one
Snord60,ENSMUSG00000064768,ENSG00000206630,ortholog_one2one
Rab27b,ENSMUSG00000024511,ENSG00000041353,ortholog_one2one
Pkd1,ENSMUSG00000032855,ENSG00000008710,ortholog_one2one
Snord98,ENSMUSG00000080469,ENSG00000283551,ortholog_one2one
Kcnn2,ENSMUSG00000054477,ENSG00000080709,ortholog_one2one
Gm54763,ENSMUSG00002076170,ENSG00000221656,ortholog_one2one
Gm24168,ENSMUSG00000119396,ENSG00000222791,ortholog_one2one
Gm23790,ENSMUSG00000118948,ENSG00000201113,ortholog_one2one
Gm23191,ENSMUSG00000119409,ENSG00000206871,ortholog_one2one
Mcf2,ENSMUSG00000031139,ENSG00000101977,ortholog_one2one
Lrrc30,ENSMUSG00000073375,ENSG00000206422,ortholog_one2one
Gpr17,ENSMUSG00000052229,ENSG00000144230,ortholog_one2one
Dsc1,ENSMUSG00000044322,ENSG00000134765,ortholog_one2one
Ldhal6b,ENSMUSG00000101959,ENSG00000171989,ortholog_one2one
Gm26359,ENSMUSG00000089498,ENSG00000206743,ortholog_one2one
Gm55102,ENSMUSG00002076618,ENSG00000251825,ortholog_one2one
Gm22911,ENSMUSG00000119503,ENSG00000212420,ortholog_one2one
Rfpl4b,ENSMUSG00000094311,ENSG00000251258,ortholog_one2one
Igkc,ENSMUSG00000076609,ENSG00000211592,ortholog_one2one
Rpia,ENSMUSG00000053604,ENSG00000153574,ortholog_one2one
Dsc2,ENSMUSG00000024331,ENSG00000134755,ortholog_one2one
Tas2r135,ENSMUSG00000056203,ENSG00000185899,ortholog_one2one
Tas2r126,ENSMUSG00000048284,ENSG00000221855,ortholog_one2one
Mirlet7i,ENSMUSG00000065406,ENSG00000199179,ortholog_one2one
Gm54942,ENSMUSG00002076954,ENSG00000200867,ortholog_one2one
Gm26130,ENSMUSG00000065105,ENSG00000206910,ortholog_one2one
Snora20,ENSMUSG00000064637,ENSG00000207392,ortholog_one2one
Or2a5,ENSMUSG00000043119,ENSG00000221836,ortholog_one2one
Mir26a-2,ENSMUSG00000065430,ENSG00000207789,ortholog_one2one
Or2a25,ENSMUSG00000045708,ENSG00000221933,ortholog_one2one
Eef1akmt3,ENSMUSG00000080115,ENSG00000123427,ortholog_one2one
Tmem47,ENSMUSG00000025666,ENSG00000147027,ortholog_one2one
Cyp27b1,ENSMUSG00000006724,ENSG00000111012,ortholog_one2one
Or2a52,ENSMUSG00000071481,ENSG00000221989,ortholog_one2one
Apex2,ENSMUSG00000025269,ENSG00000169188,ortholog_one2one
Gpr31b,ENSMUSG00000071311,ENSG00000120436,ortholog_one2one
Mro,ENSMUSG00000064036,ENSG00000134042,ortholog_one2one
Gm25104,ENSMUSG00000084425,ENSG00000201439,ortholog_one2one
Gm22087,ENSMUSG00000088964,ENSG00000252186,ortholog_one2one
Gm22503,ENSMUSG00000089608,ENSG00000252758,ortholog_one2one
Mir331,ENSMUSG00000065607,ENSG00000199172,ortholog_one2one
Dach1,ENSMUSG00000055639,ENSG00000276644,ortholog_one2one
Fgd6,ENSMUSG00000020021,ENSG00000180263,ortholog_one2one
Or14j1,ENSMUSG00000050613,ENSG00000204695,ortholog_one2one
Nobox,ENSMUSG00000029736,ENSG00000106410,ortholog_one2one
Gm25831,ENSMUSG00000089549,ENSG00000201574,ortholog_one2one
Sema6a,ENSMUSG00000019647,ENSG00000092421,ortholog_one2one
Gm24378,ENSMUSG00000084648,ENSG00000206745,ortholog_one2one
Gm24256,ENSMUSG00000065630,ENSG00000272359,ortholog_one2one
Gm22984,ENSMUSG00000084700,ENSG00000274755,ortholog_one2one
Gm22970,ENSMUSG00000065238,ENSG00000222276,ortholog_one2one
Inhbe,ENSMUSG00000047492,ENSG00000139269,ortholog_one2one
Maged1,ENSMUSG00000025151,ENSG00000179222,ortholog_one2one
Gm23538,ENSMUSG00000088160,ENSG00000238882,ortholog_one2one
Sacs,ENSMUSG00000048279,ENSG00000151835,ortholog_one2one
Ccer1,ENSMUSG00000047025,ENSG00000197651,ortholog_one2one
Snord94,ENSMUSG00000080465,ENSG00000208772,ortholog_one2one
Ros1,ENSMUSG00000019893,ENSG00000047936,ortholog_one2one
Fam243,ENSMUSG00000051728,ENSG00000222018,ortholog_one2one
Pgk2,ENSMUSG00000031233,ENSG00000170950,ortholog_one2one
Smim34,ENSMUSG00000116967,ENSG00000243627,ortholog_one2one
Gm24126,ENSMUSG00000077299,ENSG00000201255,ortholog_one2one
Slitrk1,ENSMUSG00000075478,ENSG00000178235,ortholog_one2one
Opn5,ENSMUSG00000043972,ENSG00000124818,ortholog_one2one
Atp1b4,ENSMUSG00000016327,ENSG00000101892,ortholog_one2one
Mir17,ENSMUSG00000065508,ENSG00000284536,ortholog_one2one
Mir18,ENSMUSG00000065403,ENSG00000283815,ortholog_one2one
Mir19a,ENSMUSG00000065416,ENSG00000284204,ortholog_one2one
Mir20a,ENSMUSG00000065442,ENSG00000283762,ortholog_one2one
Mir19b-1,ENSMUSG00000076256,ENSG00000284375,ortholog_one2one
Gm4131,ENSMUSG00000100486,ENSG00000226792,ortholog_one2one
Adgrf1,ENSMUSG00000041293,ENSG00000153292,ortholog_one2one
Dsg3,ENSMUSG00000056632,ENSG00000134757,ortholog_one2one
Dct,ENSMUSG00000022129,ENSG00000080166,ortholog_one2one
Slc35f1,ENSMUSG00000038602,ENSG00000196376,ortholog_one2one
Pin4,ENSMUSG00000079480,ENSG00000102309,ortholog_one2one
