"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"Klk1b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b7-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk7",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Klk8",2,1,0,0,0,1,27,110,0,10,0,0,0,0
"Klk9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klkb1",1,0,0,1,0,0,3,38,0,2,2,0,0,0
"Klra1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra13-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra17",0,0,0,0,0,0,0,2,0,0,0,9,0,0
"Klra18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra2",0,0,0,0,0,0,12,2,0,0,0,0,83,9
"Klra21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klra9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klraq1",28,144,244,217,202,40,6,1151,4,1,3,86,2,1494
"Klrb1a",0,0,0,0,9,0,0,0,0,48,0,0,0,0
"Klrb1b",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Klrb1c",0,1,1,0,1,0,0,0,0,0,0,0,0,0
"Klrb1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrc1",0,0,0,0,0,0,4,0,0,0,22,0,0,0
"Klrc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrd1",1,0,0,0,0,0,4,0,0,0,0,6,11,0
"Klre1",0,0,0,0,0,1,6,0,0,0,0,0,0,0
"Klrg1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Klrg2",12,0,10,126,593,5,852,0,0,0,2198,0,129,376
"Klri1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klri2",0,0,0,0,0,0,0,0,0,0,32,0,0,0
"Klrk1",1,0,0,0,0,0,18,0,68,3,0,0,0,0
"Kmo",1,1,0,0,0,0,6,0,0,0,0,0,0,0
"Kncn",0,0,0,0,44,0,227,0,0,0,0,0,0,0
"Kndc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kng1",2,0,0,2,0,0,91,4,28,80,0,0,0,0
"Kng2",1281,701,0,0,285,0,3683,1915,0,254,0,61,175,230
"Kntc1",0,0,0,0,0,0,0,16,0,0,26,0,8,0
"Kpna1",1866,2877,1557,44,4422,93,1294,2602,293,4504,1862,1129,580,2007
"Kpna2",2417,2316,375,825,2600,351,2485,3085,1185,376,1191,605,4150,3218
"Kpna3",1034,1915,558,78,3974,810,126,444,2656,227,4138,622,2261,1529
"Kpna4",2411,1803,593,481,5285,464,2882,2909,2465,6663,5505,4236,8474,1482
"Kpna6",481,407,343,40,395,27,385,342,1632,114,296,230,6,30
"Kpna7",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Kpnb1",2591,1907,824,865,3054,204,2629,1915,386,765,1692,97,3028,1413
"Kprp",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kptn",556,535,412,27,1229,49,2127,984,3152,473,4313,556,722,1700
"Kras",5591,5135,2329,1840,5042,481,6705,5361,7538,19061,9295,2259,9719,4401
"Krba1",290,2,40,0,604,1,2,1,0,0,0,1861,0,35
"Krcc1",2142,1029,990,4,2556,219,2008,2995,1464,2517,4232,13836,2350,2692
"Kremen1",789,1414,437,122,3656,230,1104,2238,1405,1585,1445,4,1358,2212
"Kremen2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kri1",288,361,498,106,416,45,626,170,162,352,427,1480,761,1794
"Krit1",670,1019,651,781,2698,163,529,1481,507,244,464,133,483,114
"Krr1",380,1165,115,49,1207,29,388,811,2574,37,1850,250,0,386
"Krt1",0,0,0,0,1,3,0,0,0,0,0,0,0,193
"Krt10",617,152,235,36,292,37,468,317,206,363,1973,189,764,1169
"Krt12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt13",0,19,12,0,30,4,0,0,0,0,0,0,0,0
"Krt14",12,8,121,2,82,262,0,0,28,0,343,3,0,324
"Krt15",25,9,64,4,200,64,0,0,70,0,4630,9,49,211
"Krt16",1,0,8,0,5,2,0,0,0,0,0,0,0,0
"Krt17",5,7,45,0,12,2,0,0,0,0,0,1,0,0
"Krt18",17,5,0,0,1,1,0,117,6,0,5393,0,463,9
"Krt19",532,1431,0,0,0,0,0,0,50,0,5614,0,63,470
"Krt2",1,0,0,0,0,0,0,0,0,0,0,0,5,0
"Krt20",0,1,0,0,0,0,0,0,0,200,36,0,0,0
"Krt222",1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Krt23",8,154,1,0,2,1,0,0,0,0,1520,1,150,0
"Krt24",0,0,3,0,2,0,0,0,0,0,52,0,0,0
"Krt25",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Krt26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt28",0,0,0,0,0,0,0,445,0,0,0,0,0,0
"Krt31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt33a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt33b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt35",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Krt36",235,0,1,0,5,0,1683,0,0,0,0,275,0,0
"Krt39",0,0,0,0,0,0,0,0,0,0,0,11,0,0
"Krt4",2,0,7,0,35,4,0,0,0,0,35,0,0,69
"Krt40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt5",1,0,53,0,67,97,0,0,7,0,1924,0,3,175
"Krt6a",0,0,19,1,43,7,0,0,0,0,95,0,0,0
"Krt6b",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Krt7",69,33,0,0,49,0,0,731,2461,0,7716,370,261,552
"Krt71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt72-ps",22,0,0,0,0,0,0,0,0,4,0,0,0,0
"Krt73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt74",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Krt75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt76",0,0,0,0,3,0,0,0,0,0,0,5,0,0
"Krt77",0,0,0,0,0,2,0,0,2,0,0,0,0,164
"Krt78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt79",252,0,27,0,207,1,149,0,0,0,0,0,0,0
"Krt8",22,7,0,0,0,0,6,4,0,1,8114,0,143,9
"Krt80",177,37,35,0,928,105,306,204,453,317,398,30,1396,1096
"Krt81",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt83",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt84",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Krt85",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Krt86",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krt9",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Krtap1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap1-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap10-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap10-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap11-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap13-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap16-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap17-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap20-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap22-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap24-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap26-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap27-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap3-1",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Krtap3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap31-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap31-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-1",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Krtap4-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap4-8",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Krtap4-9",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Krtap5-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap5-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap5-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap5-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap5-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap6-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap7-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap8-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap8-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap9-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtap9-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krtcap2",6632,3735,3300,3124,7453,1130,8272,5658,25277,26261,32044,8765,3260,4636
"Krtcap3",0,0,45,0,0,0,1,0,0,0,32,0,0,3
"Krtdap",20,472,731,0,1044,1,685,0,3359,177,15690,1982,164,430
"Ksr1",147,596,42,0,476,294,2,964,28,29,3,135,98,890
"Ksr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kti12",2275,3671,1655,1691,1403,88,4359,2516,987,1012,3770,323,5943,9
"Ktn1",1266,1350,600,229,1591,123,890,822,121,1295,1986,1072,1908,1429
"Ky",0,0,0,0,0,0,0,0,0,0,55,0,0,0
"Kynu",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"L1cam",0,1,0,0,0,32,0,0,0,0,0,31,0,17
"L1td1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L2hgdh",0,41,2,44,161,1,0,95,0,88,0,74,0,0
"L3mbtl1",32,0,0,0,78,0,0,0,14,0,0,0,565,0
"L3mbtl2",0,0,307,0,217,88,351,26,12,9,0,98,0,1000
"L3mbtl3",447,197,0,179,322,86,504,54,0,17,1542,0,534,878
"L3mbtl4",0,0,0,0,0,0,0,0,0,0,0,160,0,0
"LOC100038947",0,0,0,0,0,0,2,0,0,1,0,26,0,0
"LOC100039574",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100039614",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100039753",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100040022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100040031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100040160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100040911",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100041346",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100041550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100042428",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100043315",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100044193",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100048884",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100302567",4,0,2,0,27,0,0,0,0,0,0,0,0,0
"LOC100502924",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100503280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100503496",3,5,6,9,43,0,0,47,0,69,0,0,0,246
"LOC100504608",1,0,20,2,0,0,0,0,1,88,0,0,0,361
"LOC100504703",1,9,0,0,45,0,2,1,0,86,86,0,0,0
"LOC100642166",350,286,102,0,145,11,252,121,239,56,187,0,0,375
"LOC100859962",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100861570",0,0,0,0,131,0,0,0,0,0,0,0,0,0
"LOC100861571",0,0,0,0,69,13,0,0,0,0,0,0,0,50
"LOC100861572",0,2,0,0,42,1,0,0,0,0,0,0,0,0
"LOC106740",0,0,2,1,98,0,294,218,0,0,49,0,0,0
"LOC171588",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC319574",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC329427",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC330599",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC380994",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC432562",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC432958",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC433047",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC433374",0,0,0,0,0,5,0,0,0,0,0,0,13,0
"LOC433944",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC434205",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC434412",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LOC434825",0,67,0,0,0,0,0,0,0,0,0,0,0,0
"LOC434960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC545261",555,192,220,272,529,12,624,1085,751,3301,2121,919,134,595
"LOC545691",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC622070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC622124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC622167",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC622552",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC624759",0,0,0,0,0,0,0,0,0,0,0,28,0,0
"LOC626049",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC626082",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC626410",0,0,0,0,0,0,0,0,172,0,0,0,0,0
"LOC626693",203,72,184,160,345,23,285,294,0,2,0,34,0,0
"LOC626904",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC627800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC629206",97,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC629393",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC639910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC666331",0,0,0,0,0,0,0,0,0,0,0,30,0,0
"Lace1",555,151,302,0,268,23,371,105,16,42,0,20,491,0
"Lactb",137,415,57,90,350,0,0,597,480,599,2158,0,223,0
"Lactb2",934,767,386,22,1312,157,851,627,747,1064,361,21,255,755
"Lactbl1",0,0,0,0,0,0,2,20,0,0,0,0,0,0
"Lad1",1,0,4,0,2,2,9,0,0,0,224,0,0,1
"Lag3",432,1333,280,0,248,1,312,529,2,129,745,204,1489,0
"Lage3",1654,681,600,644,974,223,1455,1329,2421,4620,3944,6554,1241,1062
"Lair1",4,3,3,0,4,0,12,61,23,7,0,0,70,0
"Lalba",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Lama1",0,0,0,0,19,0,0,0,0,0,0,0,0,0
"Lama2",16203,19211,6594,7608,50177,4732,12817,13590,15316,13343,24914,9079,12079,16089
"Lama3",0,0,0,31,19,1,0,313,0,1,22,0,0,55
"Lama4",7989,10885,3039,2312,45187,3349,9960,6585,30288,6525,6712,4896,4215,11451
"Lama5",0,96,27,4,44,3,0,30,0,94,36,97,0,24
"Lamb1",7759,11506,4637,7808,49150,2097,6422,13594,9613,7606,11002,73335,7292,9772
"Lamb2",11188,11697,6110,6616,42377,1515,14164,19549,24974,7466,21306,9449,12000,22045
"Lamb3",0,20,0,299,318,8,0,0,3,1,0,0,0,0
"Lamc1",9978,9950,8635,4384,47346,3223,13738,19189,19385,9921,20804,20037,12797,15009
"Lamc2",6242,5879,2715,657,5549,175,10696,6717,774,1060,4740,4473,3326,3178
"Lamc3",0,0,41,0,1238,0,0,0,0,88,3373,482,0,0
"Lamp1",75382,60793,36947,15867,56722,8512,88472,85919,21868,41244,25812,32966,70755,72731
"Lamp2",17059,16475,7434,3919,45948,2734,13035,26786,10554,8678,12523,6924,21716,20392
"Lamp3",0,0,0,0,2,0,1,0,2,0,1,8,3,0
"Lamtor2",3584,2094,1126,1154,2175,193,3521,3746,20316,6313,15529,10464,1797,2011
"Lamtor3",5209,4570,2582,1906,3942,590,7903,6313,12147,4621,7321,137327,8523,6389
"Lancl1",3906,1496,661,2306,1840,119,2720,3541,4921,1690,6340,3995,14793,1849
"Lancl2",32,0,90,0,710,25,15,0,0,112,3,51,170,10
"Lancl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lao1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lap3",4208,2431,1593,1713,3311,224,3372,2099,1365,6861,2146,10234,4007,3609
"Laptm4a",103900,70480,39394,24135,93204,10892,180120,110197,106270,132358,195516,389518,176900,150511
"Laptm4b",5227,3444,2240,2243,4726,194,5523,5944,1762,7763,2321,1345,4900,8796
"Laptm5",25,22,13,6,42,17,199,870,378,157,0,2,103,0
"Large",367,722,710,57,427,218,232,542,1676,514,80,0,369,457
"Larp1",1031,2843,607,1277,2878,102,1412,645,42,1240,2942,938,886,519
"Larp1b",486,49,198,24,318,306,996,420,0,42,3420,547,1843,229
"Larp4",1801,1378,467,1610,4937,327,1124,3128,2609,234,1054,377,2063,891
"Larp4b",3218,2670,1083,1433,3600,211,2663,3202,350,349,2187,1777,899,2627
"Larp6",2551,2962,966,2109,3814,758,8036,7549,1099,4120,7700,13087,6311,11484
"Larp7",1252,3099,695,532,925,116,1197,962,2257,2042,4700,1413,2201,726
"Lars",1623,626,522,86,1982,91,1155,1123,350,585,4991,1369,2079,940
"Lars2",969,639,7460,6259,42852,6546,2395,1076,1380,17307,3894,2008,308,2298
"Las1l",2745,2422,611,1025,997,262,1863,1617,676,919,6359,1724,4232,3897
"Lasp1",4161,1484,2898,1052,8897,1024,8023,7257,718,2992,10845,467,1851,3642
"Lass2",17089,14450,6949,2374,13438,1747,18446,14399,2089,6353,2698,3285,16567,19580
"Lass3",335,0,0,0,0,0,0,0,0,0,345,0,2,0
"Lass4",625,656,812,12,1454,215,1587,2238,219,600,3787,9892,1066,4071
"Lass5",10558,3904,2851,1573,6597,1179,8683,7187,1858,6345,803,2926,12650,3446
"Lass6",1962,1327,220,528,1042,45,33,882,0,16,667,75,0,0
"Lat",4,1,1,0,2,0,46,33,3041,2,0,0,167,0
"Lat2",247,1,21,6,43,11,6,120,43,2,0,0,105,0
"Lats1",816,354,694,714,2369,263,1321,2409,8,563,638,2406,713,1362
"Lats2",2821,1647,1373,666,4823,279,2906,3064,1591,2199,1885,1693,1166,3657
"Lax1",0,0,2,0,358,0,31,13,1,1,0,0,0,78
"Layn",1410,1823,516,0,1730,113,2082,959,4325,372,1192,1949,564,1513
"Lbh",348,174,1,3,207,4,485,833,1544,119,1638,51,124,417
"Lbp",32380,32224,14969,11159,41994,3732,54525,35908,30184,37731,34715,36009,46729,66115
"Lbr",1405,530,753,737,2947,58,2827,2917,1860,622,1924,4829,2751,2635
"Lbx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lbx2",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Lca5",17,128,1,303,164,130,5,0,0,0,0,437,879,0
"Lca5l",230,0,298,0,0,0,474,176,0,20,0,198,403,842
"Lcat",176,124,15,1,581,0,2,63,0,24,0,0,0,3
"Lce1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1c",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lce1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1g",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1h",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1i",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1k",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce1m",0,0,0,0,0,0,0,0,0,0,0,0,0,27
"Lce3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lce6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lck",7,2,5,1,9,5,111,427,1092,11,0,0,55,0
"Lclat1",501,14,113,0,1219,28,0,489,0,15,0,0,281,0
"Lcmt1",1383,2134,877,12,1794,20,1628,1241,7609,1859,1766,641,1232,0
"Lcmt2",2239,1470,988,2241,998,194,2622,734,2248,1511,2304,627,8254,2993
"Lcn10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn2",10,0,2211,0,572,2,808,5425,31,5091,13780,17740,2184,9087
"Lcn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcor",258,299,3,693,205,19,0,369,0,0,936,0,754,1221
"Lcorl",102,73,30,379,760,67,705,4,0,0,245,30,46,277
"Lcp1",7,9,0,0,5,15,152,605,19,39,0,0,4,0
"Lcp2",4,2,2,0,2,0,28,91,25,13,0,0,1,0
"Lct",0,74,0,0,0,0,0,3,0,0,6,0,0,0
"Lctl",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ldb1",1349,537,448,591,2121,96,2968,560,807,674,1376,17530,1329,2096
"Ldb2",2364,2169,132,508,710,479,1102,374,6567,52,108,23,20,1175
"Ldb3",1,0,0,0,31,0,0,126,0,0,0,0,0,0
"Ldha",86732,96160,29113,12865,57448,7515,107459,115097,59112,77534,100425,97251,119127,134641
"Ldhal6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ldhb",1225,1517,922,441,732,315,5322,1570,18704,2250,18216,3651,2000,9145
"Ldhc",0,0,0,0,95,0,0,37,0,1,0,7116,0,0
"Ldhd",0,0,0,0,1,2,19,0,0,0,0,0,0,0
"Ldlr",6851,4626,1654,1084,17774,951,6070,9171,5344,16247,6466,8474,7165,12240
"Ldlrad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ldlrad2",748,155,28,0,348,0,1009,31,2119,80,1491,9,312,809
"Ldlrad3",101,283,190,19,2514,45,1008,1340,35,59,31,16,0,884
"Ldlrap1",373,894,732,239,860,187,866,512,1806,1530,967,117,20,4350
"Ldoc1",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ldoc1l",0,0,0,0,435,1,37,0,0,0,0,0,0,65
"Leap2",44,5,1,0,14,0,0,0,15,2,0,0,0,79
"Lect1",0,47,0,0,2,1,150,6085,1,0,897,27,919,564
"Lect2",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Lef1",0,2,0,0,0,0,0,3,0,3,0,0,0,0
"Lefty1",849,500,942,0,877,91,2058,1127,4336,4611,3780,1909,838,3250
"Lefty2",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Lekr1",0,40,110,0,193,0,0,0,514,0,0,0,0,7
"Lelp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lemd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lemd2",1387,630,1126,805,4644,191,842,1303,1619,775,34,885,432,2587
"Lemd3",90,141,55,360,607,2,716,137,91,4,248,663,520,429
"Lenep",0,0,0,0,12,89,0,21,0,0,0,0,0,5
